ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;ESTU_ESTADOCIVIL;ESTU_TITULOOBTENIDOBACHILLER;ESTU_ANO_EXAMENESTADO_SB11;ESTU_SEMESTRE_EXAMENESTADOSB11;ESTU_PORCENTAJECREDITOSAPROB;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_TOMO_CURSOPREPARACION;ESTU_SIMULACROTIPOICFES;ESTU_ACTIVIDADREFUERZOAREAS;ESTU_ACTIVIDADREFUERZOGENERIC;ESTU_SEMESTRECURSA;FAMI_HOGARACTUAL;FAMI_CABEZAFAMILIA;FAMI_NUMPERSONASACARGO;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_OCUPACIONPADRE;FAMI_OCUPACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_NIVEL_SISBEN;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_PISOS_HOGAR;FAMI_TIENEINTERNET;FAMI_TIENE_SERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENE_MICROONDAS;FAMI_TIENE_HORNO;FAMI_TIENEAUTOMOVIL;FAMI_TIENE_DVD;FAMI_TIENE_NEVERA;FAMI_TIENE_CELULAR;FAMI_TELEFONO;FAMI_INGRESO_FMILIAR_MENSUAL;ESTU_TRABAJA_ACTUALMENTE;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;GRUPOREFERENCIA;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;ESTU_NUCLEO_PREGRADO;ESTU_INST_MUNICIPIO;ESTU_INST_DEPARTAMENTO;INST_CARACTER_ACADEMICO;INST_ORIGEN;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_RAZONA_CUANTITATIVO_PGREF;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_PNAL;MOD_LECTURA_CRITICA_PGREF;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_PNAL;MOD_COMPETEN_CIUDADA_PGREF;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_INGLES_PGREF;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;MOD_COMUNI_ESCRITA_PGREF;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL
COLOMBIA;F;15/03/1992;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2015;Primer semestre;M†s del 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;7;Es habitual o permanente;No;Ninguna;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 3;Nivel 3;Cuatro;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;No;No;Si;Si;Si;No;Entre 3 y menos de 5 SMLV;No;FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-BOGOTµ D.C.;TECNICA PROFESIONAL EN PUBLICIDAD;TECNICO EN ARTES - DISE•O - COMUNICACI‡N;BOGOTµ, D.C.;BOGOTA;TêCNICO PROFESIONAL;PRESENCIAL;PUBLICIDAD Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;NO OFICIAL - FUNDACI‡N;BOGOTµ, D.C.;BOGOTA;11;69;7;6;99;49;36;115;76;71;74;-A1;9;4;106;3;59;53;93;33;51.094936
COLOMBIA;M;24/08/1995;ESTUDIANTE;COLOMBIA;ATLANTICO;BARRANQUILLA;Soltero;Bachiller tÇcnico;2011;Segundo semestre;No sigue el sistema de crÇditos;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;6;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;Secundaria (Bachillerato) completa;Empleado de nivel tÇcnico o profesional;Hogar;Estrato 3;Nivel 2;Cinco;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;No;No;No;Si;Si;Si;Entre 3 y menos de 5 SMLV;No;CORPORACION POLITECNICO DE LA COSTA ATLANTICA-BARRANQUILLA;TECNOLOGIA EN SISTEMAS;TECNOLOGICO EN TIC;BARRANQUILLA;ATLANTICO;TECNOLOG÷A;PRESENCIAL;INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES;BARRANQUILLA;ATLANTICO;INSTITUCI‡N TECNOL‡GICA;NO OFICIAL - CORPORACI‡N;BARRANQUILLA;ATLANTICO;8;106;61;52;92;35;32;97;43;41;90;A1;35;25;58;1;4;4;89;24;59.045338
COLOMBIA;M;06/02/1996;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2012;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Empleado de nivel auxiliar o administrativo;Estrato 2;Nivel 2;Seis;Cinco;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Entre 3 y menos de 5 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN ACTIVIDAD F÷SICA;RECREACI‡N Y DEPORTES TYT;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;SIN CLASIFICAR;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;84;23;25;111;71;75;95;39;45;94;A1;43;45;107;3;62;63;98;46;57.598686
COLOMBIA;M;09/09/1983;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2002;Segundo semestre;Entre el 81% y el 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;4;Es habitual o permanente;No;Una;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Empleado obrero u operario;Hogar;Estrato 2;Nivel 2;Cinco;Tres;Cemento, gravilla, ladrillo;Si;Si;Si;Si;No;No;Si;No;Si;Si;Si;Entre 2 y menos de 3 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;UNIPANAMERICANA - FUNDACION UNIVERSITARIA PANAMERICANA-BOGOTµ D.C.;TêCNICA PROFESIONAL EN OPERACI‡N DE ALMACENES Y TRANSPORTE;TECNICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TêCNICO PROFESIONAL;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N UNIVERSITARIA;NO OFICIAL - FUNDACI‡N;SOACHA;CUNDINAMARCA;25;92;35;35;60;3;2;93;36;35;73;-A1;7;9;95;2;38;34;83;13;55.355984
COLOMBIA;F;02/08/1975;ESTUDIANTE;COLOMBIA;CESAR;VALLEDUPAR;Casado;Bachiller acadÇmico;1993;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Tres;Secundaria (Bachillerato) incompleta;Educaci¢n profesional completa;Trabajador por cuenta propia;Pensionado;Estrato 3;Nivel 3;Cinco;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTABILIDAD Y FINANZAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;VALLEDUPAR;CESAR;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;VALLEDUPAR;CESAR;20;114;75;78;131;94;95;136;98;98;105;A2;64;66;137;4;99;99;125;96;54.118782
COLOMBIA;F;29/04/1990;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Uni¢n libre;Bachiller tÇcnico;2007;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;6;Es habitual o permanente;Si;Una;Primaria completa;Primaria completa;Trabajador por cuenta propia;Hogar;Estrato 2;No est† clasificada por el SISBEN;Tres;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;Si;No;No;No;No;No;Si;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;87;27;28;64;4;4;72;9;9;98;A1;51;53;;;;;64;1;49.491077
COLOMBIA;F;03/07/1997;ESTUDIANTE;COLOMBIA;CESAR;VALLEDUPAR;Soltero;Bachiller tÇcnico;2013;Segundo semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Otra actividad u ocupaci¢n;Directivo;Estrato 2;No est† clasificada por el SISBEN;Cinco;Dos;Cemento, gravilla, ladrillo;Si;No;No;No;No;No;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTABILIDAD Y FINANZAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;VALLEDUPAR;CESAR;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;VALLEDUPAR;CESAR;20;77;14;14;106;62;62;59;3;3;96;A1;47;48;84;2;21;18;84;14;44.064976
COLOMBIA;M;02/11/1995;ESTUDIANTE;COLOMBIA;ATLANTICO;BARRANQUILLA;Soltero;Bachiller acadÇmico;2012;Segundo semestre;No sigue el sistema de crÇditos;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;4;Es habitual o permanente;No;Una;Educaci¢n profesional completa;Educaci¢n profesional completa;Empleado de nivel auxiliar o administrativo;Trabajador por cuenta propia;Estrato 3;No est† clasificada por el SISBEN;Tres;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;No;No;Si;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;INSTITUCION UNIVERSITARIA ITSA-SOLEDAD;TECNOLOGIA EN AUTOMATIZACI‡N ELECTR‡NICA INDUSTRIAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;SOLEDAD;ATLANTICO;TECNOLOG÷A;PRESENCIAL;INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES;SOLEDAD;ATLANTICO;INSTITUCI‡N UNIVERSITARIA;OFICIAL NACIONAL;BARRANQUILLA;ATLANTICO;8;108;65;56;72;8;8;98;45;45;121;A2;85;83;116;3;79;81;103;60;58.717701
COLOMBIA;F;14/10/1989;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Uni¢n libre;Bachiller tÇcnico;2007;Segundo semestre;Entre el 76% y el 80%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;5;Es habitual o permanente;No;Ninguna;Ninguno;Ninguno;Empleado obrero u operario;Hogar;Estrato 4;No est† clasificada por el SISBEN;Dos;Uno;Madera pulida, baldosa, tableta, m†rmol, alfombra;No;Si;No;No;No;Si;No;No;Si;Si;No;Entre 3 y menos de 5 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU-BOGOTµ D.C.;TECNOLOGIA EN ADMINISTRACION DEL TALENTO HUMANO;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N UNIVERSITARIA;NO OFICIAL - FUNDACI‡N;BOGOTµ, D.C.;BOGOTA;11;86;26;27;103;57;57;114;75;75;110;A2;72;74;106;3;59;57;104;62;34.83601
COLOMBIA;M;14/09/1997;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller tÇcnico;2014;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;5;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;TÇcnica o tecnol¢gica completa;Empleado de nivel tÇcnico o profesional;Empleado de nivel tÇcnico o profesional;Estrato 2;No est† clasificada por el SISBEN;Cinco;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Entre 3 y menos de 5 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION;TECNOLOGICO EN TIC;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;106;61;52;66;5;4;65;5;6;109;A2;71;58;95;2;38;42;88;22;60.221695
COLOMBIA;F;12/05/1995;ESTUDIANTE;COLOMBIA;MAGDALENA;SANTA MARTA;Soltero;Bachiller acadÇmico;2012;Segundo semestre;Entre el 76% y el 80%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;7;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;TÇcnica o tecnol¢gica incompleta;Directivo;Hogar;Estrato 1;Nivel 1;Seis;Tres;Cemento, gravilla, ladrillo;Si;Si;No;Si;No;No;Si;No;Si;Si;No;Entre 2 y menos de 3 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-BOGOTµ D.C.;TECNOLOGIA EN GESTION DE MERCADEO INTERNACIONAL;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;SANTA MARTA;MAGDALENA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;TêCNICA PROFESIONAL;NO OFICIAL - CORPORACI‡N;SANTA MARTA;MAGDALENA;47;74;11;11;85;23;23;90;31;29;93;A1;41;42;90;2;28;26;86;18;48.444164
COLOMBIA;M;12/10/1996;ESTUDIANTE;COLOMBIA;BOLIVAR;ARJONA;Soltero;Bachiller acadÇmico;2013;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;Primaria incompleta;Empleado de nivel auxiliar o administrativo;Otra actividad u ocupaci¢n;Estrato 2;Nivel 2;Cuatro;Tres;Madera burda, tabla, tabl¢n;No;Si;Si;Si;No;No;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN TOPOGRAFIA;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;CARTAGENA DE INDIAS;BOLIVAR;TECNOLOG÷A;DISTANCIA;GEOLOGIA, OTROS PROGRAMAS DE CIENCIAS NATURALES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;CARTAGENA DE INDIAS;BOLIVAR;13;95;41;33;69;6;6;77;14;14;79;-A1;16;15;76;1;13;16;79;8;44.243671
COLOMBIA;M;20/10/1988;ESTUDIANTE;COLOMBIA;ANTIOQUIA;BELLO;Uni¢n libre;Bachiller tÇcnico;2007;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;Si;Si;No;No;3;Es habitual o permanente;Si;Dos;Secundaria (Bachillerato) completa;Ninguno;Otra actividad u ocupaci¢n;Hogar;Estrato 1;Nivel 3;Dos;Dos;Cemento, gravilla, ladrillo;No;Si;No;Si;Si;No;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN DISE•O DE MOBILIARIO;TECNOLOGICO EN ARTES - DISE•O - COMUNICACI‡N;ITAGö÷;ANTIOQUIA;TECNOLOG÷A;DISTANCIA;OTROS PROGRAMAS ASOCIADOS A BELLAS ARTES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BELLO;ANTIOQUIA;5;114;75;71;124;88;81;101;51;45;113;A2;76;59;106;3;59;56;112;80;38.510403
COLOMBIA;F;18/11/1997;ESTUDIANTE;COLOMBIA;TOLIMA;IBAGUê;Soltero;Bachiller tÇcnico;2014;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Primaria completa;Primaria completa;Empleado obrero u operario;Empleado obrero u operario;Estrato 2;Nivel 2;Tres;Dos;Cemento, gravilla, ladrillo;Si;No;Si;No;No;No;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN PROCESAMIENTO DE ALIMENTOS;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;ESPINAL;TOLIMA;TECNOLOG÷A;DISTANCIA;INGENIERIA AMBIENTAL, SANITARIA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;IBAGUê;TOLIMA;73;80;17;14;100;51;49;82;19;20;75;-A1;10;10;81;1;16;19;84;14;43.325363
COLOMBIA;M;27/07/1992;ESTUDIANTE;COLOMBIA;BOLIVAR;TURBACO;Soltero;Bachiller acadÇmico;2009;Segundo semestre;Menos del 75%;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Ninguna;Primaria completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 2;Nivel 2;Tres;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;No;No;No;No;No;Si;Si;No;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTION LOGISTICA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;CARTAGENA DE INDIAS;BOLIVAR;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;CARTAGENA DE INDIAS;BOLIVAR;13;107;63;66;82;19;18;102;53;51;87;A1;29;30;117;3;80;79;99;49;44.923553
COLOMBIA;M;18/07/1981;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Uni¢n libre;Bachiller acadÇmico;2002;Segundo semestre;Entre el 76% y el 80%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;Si;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Empleado obrero u operario;Estrato 3;No est† clasificada por el SISBEN;Dos;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;95;41;43;115;77;78;110;68;67;104;A2;63;64;96;2;41;38;104;62;58.970295
COLOMBIA;F;20/06/1996;ESTUDIANTE;COLOMBIA;NARI•O;PASTO;Soltero;Bachiller acadÇmico;2013;Segundo semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Hogar;Trabajador por cuenta propia;Estrato 2;Nivel 2;Siete;Cinco;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;No;No;No;Si;No;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DEL TALENTO HUMANO;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;PASTO;NARI•O;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;PASTO;NARI•O;52;119;82;85;106;62;62;113;73;73;95;A1;45;46;110;3;67;65;109;74;54.966774
COLOMBIA;F;13/09/1996;ESTUDIANTE;COLOMBIA;ANTIOQUIA;MEDELL÷N;Soltero;Bachiller tÇcnico;2013;Primer semestre;M†s del 90%;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;4;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Hogar;Estrato 3;Nivel 3;Cinco;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;No;Si;No;Si;Si;Si;Si;No;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;TECNOLOGICO DE ANTIOQUIA-MEDELLIN;TECNICA PROFESIONAL EN PROCESOS DE COMERCIO EXTERIOR Y LOGISTICA;TECNICO EN ADMINISTRACI‡N Y TURISMO;MEDELL÷N;ANTIOQUIA;TêCNICO PROFESIONAL;PRESENCIAL;ECONOMIA;MEDELL÷N;ANTIOQUIA;INSTITUCI‡N UNIVERSITARIA;OFICIAL DEPARTAMENTAL;MEDELL÷N;ANTIOQUIA;5;130;94;95;124;88;90;110;68;69;103;A1;61;65;136;4;98;98;121;92;47.07909
COLOMBIA;M;29/05/1979;ESTUDIANTE;COLOMBIA;SAN ANDRES;SAN ANDRêS;Uni¢n libre;Bachiller acadÇmico;1999;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;6;Es habitual o permanente;Si;Tres;Secundaria (Bachillerato) completa;TÇcnica o tecnol¢gica completa;Otra actividad u ocupaci¢n;Otra actividad u ocupaci¢n;Estrato 2;Nivel 2;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N HOTELERA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;SAN ANDRêS;SAN ANDRES;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;SAN ANDRêS;SAN ANDRES;88;71;8;8;67;5;5;77;14;13;107;A2;68;69;98;2;44;41;84;14;60.081703
COLOMBIA;F;06/12/2005;ESTUDIANTE;COLOMBIA;ATLANTICO;BARRANQUILLA;Soltero;Bachiller acadÇmico;2011;Segundo semestre;M†s del 90%;No pag¢ matr°cula;Si;No;No;Si;5;Es habitual o permanente;No;Ninguna;Educaci¢n profesional incompleta;Secundaria (Bachillerato) completa;Empleado de nivel auxiliar o administrativo;Hogar;Estrato 3;No est† clasificada por el SISBEN;Cuatro;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Entre 2 y menos de 3 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN ORGANIZACI‡N DE EVENTOS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BARRANQUILLA;ATLANTICO;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BARRANQUILLA;ATLANTICO;8;98;46;49;104;58;59;96;41;40;76;-A1;12;11;98;2;44;41;94;36;60.143894
COLOMBIA;M;25/01/1996;ESTUDIANTE;COLOMBIA;CESAR;VALLEDUPAR;Soltero;Bachiller acadÇmico;2012;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Empleado de nivel auxiliar o administrativo;Pensionado;Estrato 1;Nivel 1;Seis;Seis;Cemento, gravilla, ladrillo;Si;No;No;Si;No;No;No;No;Si;Si;Si;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN PRODUCCI‡N DE MULTIMEDIA;TECNOLOGICO EN ARTES - DISE•O - COMUNICACI‡N;VALLEDUPAR;CESAR;TECNOLOG÷A;DISTANCIA;INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;VALLEDUPAR;CESAR;20;75;11;8;97;45;40;90;31;30;87;A1;29;20;105;3;56;60;91;28;44.122025
COLOMBIA;M;10/06/1996;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2012;Segundo semestre;Entre el 81% y el 90%;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;4;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Peque§o empresario;Hogar;Estrato 2;No est† clasificada por el SISBEN;Ocho;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;Si;No;No;No;No;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO-BOGOTµ D.C.;TECNICO PROFESIONAL EN COMUNICACION DIGITAL;TECNICO EN ARTES - DISE•O - COMUNICACI‡N;BOGOTµ, D.C.;BOGOTA;TêCNICO PROFESIONAL;PRESENCIAL;DISE•O;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;NO OFICIAL - CORPORACI‡N;BOGOTµ, D.C.;BOGOTA;11;105;59;53;94;39;27;68;7;6;86;A1;27;14;112;3;70;63;93;33;53.314568
